MP_Name,State,Constituency,Allocated_Amount,Total_Fund_Utilized,Balance_Allocated_Limit,Utilization_Percent,pace_band,pace_note
Shri Amit Shah,Gujarat,GANDHINAGAR,147000000.0,7552639.0,139447361.0,5.14,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
AKHILESH YADAV,Uttar Pradesh,KANNAUJ,147000000.0,7681602.0,139318398.0,5.23,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,8397586.0,151799355.11,5.24,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
GOVIND MAKTHAPPA KARJOL,Karnataka,CHITRADURGA(SC),147000000.0,7720737.0,139279263.0,5.25,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Mansukhbhai Dhanjibhai Vasava,Gujarat,BHARUCH,147000000.0,7722795.0,139277205.0,5.25,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
AMARSING TISSO,Assam,Diphu (ST),147000000.0,7740284.0,139259716.0,5.27,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
CHANDUBHAI CHHAGANBHAI SHIHORA,Gujarat,SURENDRANAGAR,147000000.0,7786706.0,139213294.0,5.3,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SANJNA JATAV,Rajasthan,BHARATPUR(SC),147000000.0,7800011.0,139199989.0,5.31,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
AVIMANYU SETHI,Odisha,BHADRAK(SC),147000000.0,7827230.0,139172770.0,5.32,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Jaswantsinh Sumanbhai Bhabhor,Gujarat,DAHOD(ST),147000000.0,7855003.0,139144997.0,5.34,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
H.D. KUMARASWAMY,Karnataka,MANDYA,147000000.0,7850000.0,139150000.0,5.34,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Ganesan Selvam,Tamil Nadu,KANCHEEPURAM(SC),186508749.11,9985808.0,176522941.11,5.35,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAHUL GANDHI,Uttar Pradesh,RAE BARELI,147000000.0,8091645.0,138908355.0,5.5,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,8146121.0,138853879.0,5.54,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BHARATBHAI MANUBHAI SUTARIYA,Gujarat,AMRELI,147000000.0,8137732.0,138862268.0,5.54,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SELJA,Haryana,SIRSA(SC),147000000.0,8144747.0,138855253.0,5.54,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BIJULI KALITA MEDHI,Assam,GUWAHATI,147000000.0,8213108.0,138786892.0,5.59,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BIBHU PRASAD TARAI,Odisha,JAGATSINGHPUR(SC),147000000.0,8215038.0,138784962.0,5.59,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DINESHBHAI MAKWANA,Gujarat,AHMEDABAD WEST(SC),160434965.11,9000000.0,151434965.11,5.61,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Sribharat MathuKumli,Andhra Pradesh,VISAKHAPATNAM,164841922.0,9323843.0,155518079.0,5.66,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Nitin Jairam Gadkari,Maharashtra,NAGPUR,168195086.11,9533076.0,158662010.11,5.67,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ABHIJIT GANGOPADHYAY,West Bengal,TAMLUK,147000000.0,8437769.0,138562231.0,5.74,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAJEEV RAI,Uttar Pradesh,GHOSI,147000000.0,8459784.0,138540216.0,5.75,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BHUPENDER YADAV,Rajasthan,ALWAR,147000000.0,8483224.0,138516776.0,5.77,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Kani K Navas,Tamil Nadu,RAMANATHAPURAM,147000000.0,8566346.0,138433654.0,5.83,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ROBERT BRUCE C,Tamil Nadu,TIRUNELVELI,147475440.11,8649310.0,138826130.11,5.86,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
JASHUBHAI BHILUBHAI RATHVA,Gujarat,CHHOTA UDAIPUR(ST),147000000.0,8700787.0,138299213.0,5.92,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SHAMBHAVI,Bihar,SAMASTIPUR(SC),147000000.0,8862927.0,138137073.0,6.03,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DURAI VAIKO,Tamil Nadu,TIRUCHIRAPPALLI,147000000.0,8970490.0,138029510.0,6.1,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
HARIBHAI PATEL,Gujarat,MAHESANA,147000000.0,9016309.0,137983691.0,6.13,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
CHANDAN CHAUHAN,Uttar Pradesh,BIJNOR,147000000.0,9156489.0,137843511.0,6.23,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MANI. A.,Tamil Nadu,DHARAMAPURI,164515071.11,10285792.0,154229279.11,6.25,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR. HEMANT VISHNU SAVARA,Maharashtra,PALGHAR(ST),147000000.0,9237416.0,137762584.0,6.28,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAJABHAU,Maharashtra,NASHIK,152878682.11,9598507.0,143280175.11,6.28,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
V. SOMANNA,Karnataka,TUMKUR,147000000.0,9231761.0,137768239.0,6.28,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Smt Supriya Sadanand Sule,Maharashtra,BARAMATI,147000000.0,9362994.0,137637006.0,6.37,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
S Venkatesan,Tamil Nadu,MADURAI,147000000.0,9359878.0,137640122.0,6.37,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KOTA SRINIVAS POOJARY,Karnataka,UDUPI CHIKMAGALUR,147000000.0,9497258.0,137502742.0,6.46,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Smt Harsimrat Kaur Badal,Punjab,BHATINDA,159775982.39,10369174.0,149406808.39,6.49,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
C R Patil,Gujarat,NAVSARI,158532494.36,10281000.0,148251494.36,6.49,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
TOKHAN SAHU,Chhattisgarh,BILASPUR,147000000.0,9552482.0,137447518.0,6.5,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
CHHATRAPATI SHAHU SHAHAJI,Maharashtra,KOLHAPUR,147000000.0,9680530.0,137319470.0,6.59,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DHARMENDRA YADAV,Uttar Pradesh,AZAMGARH,147000000.0,9680736.0,137319264.0,6.59,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),147000000.0,9738170.0,137261830.0,6.62,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Faggan Singh Kulaste,Madhya Pradesh,MANDLA(ST),151861648.41,10071140.0,141790508.41,6.63,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MAHIMA KUMARI MEWAR,Rajasthan,RAJSAMAND,183892143.0,12416216.0,171475927.0,6.75,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAMBHUAL NISHAD,Uttar Pradesh,SULTANPUR,151231957.11,10307139.0,140924818.11,6.82,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
NABA CHARAN MAJHI,Odisha,MAYURBHANJ (ST),147563957.11,10139304.0,137424653.11,6.87,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Maharashtra,CHANDRAPUR,147000000.0,10124527.0,136875473.0,6.89,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
CAPTAIN BRIJESH CHOWTA,Karnataka,DAKSHINA KANNADA,147000000.0,10155152.0,136844848.0,6.91,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Ms Mahua Moitra,West Bengal,KRISHNANAGAR,159865046.0,11087076.0,148777970.0,6.94,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
S. Jagathrakshakan,Tamil Nadu,ARAKKONAM,180589332.34,12599710.0,167989622.34,6.98,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Kanimozhi Karunanidhi,Tamil Nadu,THOOTHUKKUDI,147000000.0,10259115.0,136740885.0,6.98,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SURESH KUMAR SHETKAR,Telangana,ZAHIRABAD,147000000.0,10342972.0,136657028.0,7.04,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Piyush Vedprakash Goyal,Maharashtra,MUMBAI NORTH,147000000.0,10391426.0,136608574.0,7.07,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Thalikkottai Rajuthevar Baalu,Tamil Nadu,SRIPERUMBUDUR,196905535.11,14315084.0,182590451.11,7.27,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BALWANT BASWANT WANKHADE,Maharashtra,AMRAVATI(SC),198293678.0,14414877.0,183878801.0,7.27,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR. HEMANG JOSHI,Gujarat,VADODARA,147000000.0,10710323.0,136289677.0,7.29,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),171500000.0,12662311.0,158837689.0,7.38,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ANUP SANJAY DHOTRE,Maharashtra,AKOLA,147000000.0,11118630.0,135881370.0,7.56,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Vellalath Kochukrishnan Nair Sreekandan,Kerala,PALAKKAD,167807990.11,13113828.0,154694162.11,7.81,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Kamlesh Paswan,Uttar Pradesh,BANSGAON(SC),147000000.0,11564300.0,135435700.0,7.87,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),147000000.0,11613173.0,135386827.0,7.9,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Kangana Ranaut,Himachal Pradesh,MANDI,147000000.0,11631010.0,135368990.0,7.91,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
K Subbarayan,Tamil Nadu,TIRUPPUR,147000000.0,11637562.0,135362438.0,7.92,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Deepak (Dev) Adhikari,West Bengal,GHATAL,200747364.0,15984766.0,184762598.0,7.96,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Ganesh Singh,Madhya Pradesh,SATNA,147000000.0,11938438.0,135061562.0,8.12,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
THANGA TAMILSELVAN,Tamil Nadu,THENI,167755939.81,13686643.0,154069296.81,8.16,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Gurjeet Singh Aujla,Punjab,AMRITSAR,147000000.0,12301140.0,134698860.0,8.37,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
GURMEET SINGH MEET HAYER,Punjab,SANGRUR,147000000.0,12412518.0,134587482.0,8.44,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Kalanidhi Veeraswamy,Tamil Nadu,CHENNAI NORTH,171500000.0,14851493.0,156648507.0,8.66,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
VINOD KUMAR BIND,Uttar Pradesh,BHADOHI,147000000.0,12855771.0,134144229.0,8.75,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DR. S P SINGH,Uttar Pradesh,PRATAPGARH,147000000.0,13264212.0,133735788.0,9.02,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Devendra Alias Bhole Singh,Uttar Pradesh,AKBARPUR,147000000.0,13470303.0,133529697.0,9.16,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Dr Chandra Sekhar Pemmasani,Andhra Pradesh,GUNTUR,159774113.11,14645757.0,145128356.11,9.17,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DULU MAHATO,Jharkhand,DHANBAD,147000000.0,13585395.0,133414605.0,9.24,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SACHITHANANTHAM R,Tamil Nadu,DINDIGUL,147000000.0,13893151.0,133106849.0,9.45,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SUDHA R,Tamil Nadu,MAYILADUTHURAI,147332315.11,14117874.0,133214441.11,9.58,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),147000000.0,14213800.0,132786200.0,9.67,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Jagdambika Pal,Uttar Pradesh,DOMARIYAGANJ,160643957.11,15526804.0,145117153.11,9.67,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Ram Shiromani,Uttar Pradesh,SHRAWASTI,151746878.11,14754674.0,136992204.11,9.72,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
KRITI DEVI DEBBARMAN,Tripura,TRIPURA EAST(ST),147000000.0,14311480.0,132688520.0,9.74,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
BALYA MAMA SURESH GOPINATH MHATRE,Maharashtra,BHIWANDI,147000000.0,14360182.0,132639818.0,9.77,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAVINDRA DATTARAM WAIKAR,Maharashtra,MUMBAI NORTH WEST,147000000.0,14588468.0,132411532.0,9.92,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Jual Oram,Odisha,SUNDARGARH (ST),173096756.91,17504639.0,155592117.91,10.11,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SATPAL BRAHAMCHARI,Haryana,SONEPAT,147000000.0,14999052.0,132000948.0,10.2,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
JAI PARKASH,Haryana,HISAR,147000000.0,15778169.0,131221831.0,10.73,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
DAROGA PRASAD SAROJ,Uttar Pradesh,LALGANJ (SC),147000000.0,16176362.0,130823638.0,11.0,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
IMRAN MASOOD,Uttar Pradesh,SAHARANPUR,147000000.0,16667889.0,130332111.0,11.34,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
MOHIBBULLAH,Uttar Pradesh,RAMPUR,147000000.0,17238771.0,129761229.0,11.73,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Shri Narendra Modi,Uttar Pradesh,VARANASI,162070276.11,19592287.0,142477989.11,12.09,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
SHOBHA KARANDLAJE,Karnataka,BANGALORE NORTH,147000000.0,18669891.0,128330109.0,12.7,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Ravindra Vasantrao Chavan,Maharashtra,NANDED,147000000.0,19772981.0,127227019.0,13.45,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
PRAVEEN PATEL,Uttar Pradesh,PHULPUR,151559884.09,22819274.0,128740610.09,15.06,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
LAXMIKANT PAPPU NISHAD,Uttar Pradesh,SANT KABIR NAGAR,147000000.0,22208040.0,124791960.0,15.11,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
RAJESH RANJAN ALIAS PAPPU YADAV,Bihar,PURNEA,147000000.0,24848000.0,122152000.0,16.9,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
S SUPONGMEREN JAMIR,Nagaland,NAGALAND,147000000.0,29650000.0,117350000.0,20.17,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
ADV GOWAAL KAGADA PADAVI,Maharashtra,NANDURBAR(ST),147816309.11,32041066.0,115775243.11,21.68,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
Pradeep Kumar Singh,Bihar,ARARIA,147000000.0,38108019.0,108891981.0,25.92,Low utilization,Large unspent balance relative to allocation — worth checking for delayed fund release or stalled project pipeline.
 , , ,83336673298.01,27748055098.45,55588618199.56,33.3,Moderate utilization,"Moderate unspent balance — normal at many points in a scheme cycle, but worth monitoring if it persists."
CHAVAN VASANTRAO BALWANTRAO,Maharashtra,NANDED,,0.0,,,No allocation on record,No allocation record to assess.
