Work_ID,MP_Name,State,Constituency,Work_Type,District,Date,Amount,Payment_Status,work_description,risk_score,risk_level,reason,cost_score,cost_z,cost_ratio,cost_peer_group,mismatch_score,Declared_Work_Type,Predicted_Work_Type,Confidence_In_Declared_Type,conc_score,conc_score_per_work,conc_ratio,portfolio_share,dup_score,dup_similarity,duplicate_of_work_id,dup_amount_corroborated,dup_reason,comparison_group,evidence
WS/MP517/2024-2025/137540,Rajkumar Chahar,Uttar Pradesh,FATEHPUR SIKRI,Lighting of public spaces,AGRA,12-Mar-2025,3489567.0,Completed,"Fatehabad me gram suraj malikpura me potiram ki thar, nagar chand bich chauraha, pokhariya neecha khera near banti house, swara me main choraha, harkapura near munnalala house, sutahara near ajendra house,  jamuna gali lotan singh house, rampur harsukh pipal chauraha, ratan devi school yogesh chauhan house, teketpura khender near shyambir chauhan, ahirpura near school, garhi jahan near ajmer singh, lalpura mauja baghel basti, fatehabad near kailas oldsrno 1,2,3,4,6,12,13,14,15,16,17,18,20,21",62,High - Requires Investigation,"Cost is 19.8x the median for 'Lighting of public spaces' works in Uttar Pradesh (₹3,489,567 (₹34.90 lakh) vs. median ₹176,130 (₹1.76 lakh), n=1218 comparable works). | Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Lighting of public spaces' (model gives the declared category only 3.6% match confidence).",40,7.996504312112711,19.812451030488848,state,22,Lighting of public spaces,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0361,0,0,16.797852011302542,0.9349654315874751,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 8.0, 'ratio_to_peer_median': 19.81, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0361}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 16.8, 'portfolio_share': 0.935}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP381/2025-2026/184133,Shri Gurjeet Singh Aujla,Punjab,AMRITSAR,Construction of rooms and halls in school and colleges,AMRITSAR,08-Jan-2026,500000.0,Completed,FOR CONSTRUCTION OF MULTIPURPOSE HALL,62,High - Requires Investigation,"Cost is 1.7x the median for 'Construction of rooms and halls in school and colleges' works in Punjab (₹500,000 (₹5.00 lakh) vs. median ₹299,637 (₹3.00 lakh), n=30 comparable works). | Description reads as 'Construction of community centers and community halls', not the declared 'Construction of rooms and halls in school and colleges' (model gives the declared category only 6.1% match confidence).",40,214.40166647777951,1.6686842130957886,state,22,Construction of rooms and halls in school and colleges,Construction of community centers and community halls,0.0606,0,0,2.036759391889006,0.1545821487863405,0,0.0,,False,,Construction of rooms and halls in school and colleges,"{'cost_anomaly': {'score': 40, 'z': 214.4, 'ratio_to_peer_median': 1.67, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0606}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.04, 'portfolio_share': 0.155}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP484/2024-2025/149555,Mala Roy,West Bengal,KOLKATA DAKSHIN,Lighting of public spaces,KOLKATA,15-Jul-2025,1294059.0,Completed,"IMPROVEMENT OF STREET LIGHTING ARRANGEMENT AT MADURDAHA, CHOWBAGHA, HOSSENPUR, ANANDAPUR ETC AREAS IN WARD NO 108, BR-XII.",62,High - Requires Investigation,"Cost is 3.4x the median for 'Lighting of public spaces' works in West Bengal (₹1,294,059 (₹12.94 lakh) vs. median ₹377,848 (₹3.78 lakh), n=96 comparable works). | Description reads as 'Construction of footpaths and pedestrian ways', not the declared 'Lighting of public spaces' (model gives the declared category only 3.2% match confidence).",40,4.526915892849179,3.4248136816921106,state,22,Lighting of public spaces,Construction of footpaths and pedestrian ways,0.0322,0,0,2.008128526487758,0.30201142666034947,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 4.53, 'ratio_to_peer_median': 3.42, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0322}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.01, 'portfolio_share': 0.302}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP345/2024-2025/160825,Shri NK Premachandran,Kerala,KOLLAM,Lighting of public spaces,KOLLAM,13-Jun-2025,442000.0,Completed,Installation of Highmast light (motorized) in the public road in front of Perumon Devi Temple in Panayam Gramapanchayat at Kollam Constituency,62,High - Requires Investigation,"Cost is 1.8x the median for 'Lighting of public spaces' works in Kerala (₹442,000 (₹4.42 lakh) vs. median ₹250,064 (₹2.50 lakh), n=19 comparable works). | Description reads as 'Street lights', not the declared 'Lighting of public spaces' (model gives the declared category only 4.7% match confidence).",40,12.621683790286014,1.7675475078379927,state,22,Lighting of public spaces,Street lights,0.0473,0,0,0.3276316530721766,0.07608796319408317,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 12.62, 'ratio_to_peer_median': 1.77, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0473}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.33, 'portfolio_share': 0.076}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP341/2024-2025/141426,Shri LS Tejasvi Surya,Karnataka,BANGALORE SOUTH,"Purchase of smart boards, visual display units and projectors",BENGALURU URBAN,18-Mar-2025,498000.0,Completed,"Installation of Smart TV at Government Higher Primary School located in Sunkenahalli, Hanumantanagar Ward, Basavanagudi Assembly Constituency, Bengaluru South",62,High - Requires Investigation,"Cost is 2.5x the median for 'Purchase of smart boards, visual display units and projectors' works nationally (₹498,000 (₹4.98 lakh) vs. median ₹200,000 (₹2.00 lakh), n=125 comparable works). | Description reads as 'Purchase of furniture and fixtures for educational purposes', not the declared 'Purchase of smart boards, visual display units and projectors' (model gives the declared category only 4.0% match confidence).",40,3.815599654294504,2.4899999999999993,national,22,"Purchase of smart boards, visual display units and projectors",Purchase of furniture and fixtures for educational purposes,0.0401,0,0,0.19056280255733493,0.19947687390097454,0,0.0,,False,,"Purchase of smart boards, visual display units and projectors","{'cost_anomaly': {'score': 40, 'z': 3.82, 'ratio_to_peer_median': 2.49, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0401}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.19, 'portfolio_share': 0.199}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP345/2024-2025/160824,Shri NK Premachandran,Kerala,KOLLAM,Lighting of public spaces,KOLLAM,13-Jun-2025,442000.0,Completed,"Installation of Highmast light (motorized) near Panayam Thrippanayam Devi Temple, Panayam Gramapanchayat at Kollam Constituency",62,High - Requires Investigation,"Cost is 1.8x the median for 'Lighting of public spaces' works in Kerala (₹442,000 (₹4.42 lakh) vs. median ₹250,064 (₹2.50 lakh), n=19 comparable works). | Description reads as 'Street lights', not the declared 'Lighting of public spaces' (model gives the declared category only 5.1% match confidence).",40,12.621683790286014,1.7675475078379927,state,22,Lighting of public spaces,Street lights,0.0508,0,0,0.3276316530721766,0.07608796319408317,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 12.62, 'ratio_to_peer_median': 1.77, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0508}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.33, 'portfolio_share': 0.076}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP437/2025-2026/180331,Vishnu Dayal Ram,Jharkhand,PALAMU(SC),Installing community drinking water plants,PALAMU,29-Aug-2025,299394.0,Completed,Construction of Deep bore near Shiv Mandir in village Ataria,62,High - Requires Investigation,"Cost is 1.3x the median for 'Installing community drinking water plants' works nationally (₹299,394 (₹2.99 lakh) vs. median ₹232,814 (₹2.33 lakh), n=187 comparable works). | Description reads as 'Construction of public irrigation facilities', not the declared 'Installing community drinking water plants' (model gives the declared category only 3.2% match confidence).",40,139.97559047750107,1.2859793655020741,national,22,Installing community drinking water plants,Construction of public irrigation facilities,0.0325,0,0,2.40316951367002,0.10931798193086942,0,0.0,,False,,Installing community drinking water plants,"{'cost_anomaly': {'score': 40, 'z': 139.98, 'ratio_to_peer_median': 1.29, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0325}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.4, 'portfolio_share': 0.109}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP517/2024-2025/137541,Rajkumar Chahar,Uttar Pradesh,FATEHPUR SIKRI,Lighting of public spaces,AGRA,12-Mar-2025,2242634.0,Completed,"1. Nayabas shamshan ghat 2- Panchayat Ghar Nagala Shadi 3- Amadpur Near Munnalal House 4 Nayabans Near Tukman Singh House 5 Badovara Khurd near Shiv Kumar House 6- In Sudrai Near Srinivas House 7- In Dauki Near Rajkumar Pundir 8- Dauki Near Dixit Meraj home 9- Gadhi Jahan Singh on Chauraha As Old Recomandation no 7896 Sr no is 5,7,8,9,10,11,19,23,24",62,High - Requires Investigation,"Cost is 12.7x the median for 'Lighting of public spaces' works in Uttar Pradesh (₹2,242,634 (₹22.43 lakh) vs. median ₹176,130 (₹1.76 lakh), n=1218 comparable works). | Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Lighting of public spaces' (model gives the declared category only 3.1% match confidence).",40,6.8126129841689185,12.732833702378926,state,22,Lighting of public spaces,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0309,0,0,16.797852011302542,0.9349654315874751,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 6.81, 'ratio_to_peer_median': 12.73, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0309}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 16.8, 'portfolio_share': 0.935}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18019/2024-2025/137591,AMARSING TISSO,Assam,Diphu (ST),Construction of bus-sheds or bus-stops,KARBI ANGLONG,10-Dec-2025,999363.0,Completed,Construction of waiting shed at Minbung under Singhason MAC Constituency,62,High - Requires Investigation,"Cost is 3.8x the median for 'Construction of bus-sheds or bus-stops' works nationally (₹999,363 (₹9.99 lakh) vs. median ₹259,942 (₹2.60 lakh), n=114 comparable works). | Description reads as 'Construction of toilet blocks', not the declared 'Construction of bus-sheds or bus-stops' (model gives the declared category only 4.3% match confidence).",40,23.104478719678884,3.844561479099185,national,22,Construction of bus-sheds or bus-stops,Construction of toilet blocks,0.0427,0,0,1.4232683249758413,0.05969146852829955,0,0.0,,False,,Construction of bus-sheds or bus-stops,"{'cost_anomaly': {'score': 40, 'z': 23.1, 'ratio_to_peer_median': 3.84, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0427}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.42, 'portfolio_share': 0.06}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP494/2024-2025/142915,Prof SP Singh Baghel,Uttar Pradesh,AGRA(SC),Installing community drinking water plants,AGRA,04-Jun-2025,264075.0,Completed,sumbarseble pump with water tank in saket vidhyapeeth shahganj agra,62,High - Requires Investigation,"Cost is 1.1x the median for 'Installing community drinking water plants' works nationally (₹264,075 (₹2.64 lakh) vs. median ₹232,814 (₹2.33 lakh), n=187 comparable works). | Description reads as 'Construction of water tanks', not the declared 'Installing community drinking water plants' (model gives the declared category only 3.2% match confidence).",40,70.11747053928636,1.1342745711168567,national,22,Installing community drinking water plants,Construction of water tanks,0.0324,0,0,3.1759215014266333,0.037907445748023884,0,0.0,,False,,Installing community drinking water plants,"{'cost_anomaly': {'score': 40, 'z': 70.12, 'ratio_to_peer_median': 1.13, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0324}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 3.18, 'portfolio_share': 0.038}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP517/2024-2025/137542,Rajkumar Chahar,Uttar Pradesh,FATEHPUR SIKRI,Lighting of public spaces,AGRA,12-Mar-2025,1744271.0,Completed,"1- In Village Toola Near Hemu Sharma House 2- Garhi Thakur Das Near Ramu Dhakare House 3 Nagala Patam Near Yogesh House 4- Kaulari Near Daya Shankar House 5- In Tondara Near Nagendra House 6- In Chitora Near Vijay Pal Pradhan House 7- Dharmpal Gadhi Near Surendra House As Old Recomandation no 7896 Sr no is 27,33,35,39,40,41,42",62,High - Requires Investigation,"Cost is 9.9x the median for 'Lighting of public spaces' works in Uttar Pradesh (₹1,744,271 (₹17.44 lakh) vs. median ₹176,130 (₹1.76 lakh), n=1218 comparable works). | Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Lighting of public spaces' (model gives the declared category only 3.1% match confidence).",40,6.139663421075961,9.903315732697441,state,22,Lighting of public spaces,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0313,0,0,16.797852011302542,0.9349654315874751,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 40, 'z': 6.14, 'ratio_to_peer_median': 9.9, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0313}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 16.8, 'portfolio_share': 0.935}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP858/2024-2025/166996,Asit Kumar Mal,West Bengal,BOLPUR(SC),Installing community drinking water plants,BIRBHUM,20-May-2025,399960.0,Completed,INSTALLATION OF SUB MERCIBLE PUMP WITH PIPE LINE FOR DRINKING WATER AT SONACHITURIA.EXECUTING AGENCY WILL BE EO LABPUR PANCHAYET SAMITY.,62,High - Requires Investigation,"Cost is 1.3x the median for 'Installing community drinking water plants' works in West Bengal (₹399,960 (₹4.00 lakh) vs. median ₹299,901 (₹3.00 lakh), n=14 comparable works). | Description reads as 'Providing supply pipelines for drinking water', not the declared 'Installing community drinking water plants' (model gives the declared category only 5.9% match confidence).",40,5.1619498349253705,1.3336379497020354,state,22,Installing community drinking water plants,Providing supply pipelines for drinking water,0.0586,0,0,0.6875599477286398,0.00430845625349545,0,0.0,,False,,Installing community drinking water plants,"{'cost_anomaly': {'score': 40, 'z': 5.16, 'ratio_to_peer_median': 1.33, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0586}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.69, 'portfolio_share': 0.004}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18353/2024-2025/143556,RACHNA BANERJEE,West Bengal,HOOGHLY,Installing community drinking water plants,HOOGHLY,08-Jul-2025,1065549.0,Completed,Standard Iron Removal Plant Solar Powered Standalone Iron & Heavy Metal Advance FRP Pressure vessels & Media based (with NSF 372&61 CSIR/BARC Certi?ed) drinking water puri?cation system capacity 2000-2500 LHP at Beta More under Goswami malipara G.P,62,High - Requires Investigation,"Cost is 3.6x the median for 'Installing community drinking water plants' works in West Bengal (₹1,065,549 (₹10.66 lakh) vs. median ₹299,901 (₹3.00 lakh), n=14 comparable works). | Description reads as 'Providing supply pipelines for drinking water', not the declared 'Installing community drinking water plants' (model gives the declared category only 6.0% match confidence).",40,22.7302423374472,3.5529967588435194,state,22,Installing community drinking water plants,Providing supply pipelines for drinking water,0.0598,0,0,3.893286715616217,0.6221872588426536,0,0.0,,False,,Installing community drinking water plants,"{'cost_anomaly': {'score': 40, 'z': 22.73, 'ratio_to_peer_median': 3.55, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0598}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 3.89, 'portfolio_share': 0.622}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18355/2025-2026/158368,SHOBHA KARANDLAJE,Karnataka,BANGALORE NORTH,"Construction of roads, link roads, pathways or any other road with or without drainage system",BENGALURU URBAN,03-Jul-2025,1499917.0,Completed,"Improvements  of Roads and Drains at  Vrisahbhavathi Nagar Ward No-53(new ward no 102), 10th Cross Road  and Cross Roads, Andanappa Layout",62,High - Requires Investigation,"Cost is 3.0x the median for 'Construction of roads, link roads, pathways or any other road with or without drainage system' works in Karnataka (₹1,499,917 (₹15.00 lakh) vs. median ₹500,000 (₹5.00 lakh), n=65 comparable works). | Description reads as 'Providing drains and gutters for public drainage', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 6.8% match confidence).",40,4.0641198899923605,2.9998340000000017,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Providing drains and gutters for public drainage,0.0678,0,0,1.7102647456947981,0.6829999933134474,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 40, 'z': 4.06, 'ratio_to_peer_median': 3.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0678}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.71, 'portfolio_share': 0.683}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP494/2024-2025/137218,Prof SP Singh Baghel,Uttar Pradesh,AGRA(SC),Installing community drinking water plants,AGRA,21-Jan-2026,263973.0,Completed,INSTALLATION OF SUMBARSEBIL IN VILLAGE AGARWARNEAR KHUSHI RAM SO SRI JALIM SINGH HOUSE,62,High - Requires Investigation,"Cost is 1.1x the median for 'Installing community drinking water plants' works nationally (₹263,973 (₹2.64 lakh) vs. median ₹232,814 (₹2.33 lakh), n=187 comparable works). | Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Installing community drinking water plants' (model gives the declared category only 3.4% match confidence).",40,69.90247197846081,1.1338364531342613,national,22,Installing community drinking water plants,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0344,0,0,3.1759215014266333,0.037907445748023884,0,0.0,,False,,Installing community drinking water plants,"{'cost_anomaly': {'score': 40, 'z': 69.9, 'ratio_to_peer_median': 1.13, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0344}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 3.18, 'portfolio_share': 0.038}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
